thuyg20_data\F001_001.wav	biz nechche yil tirishish arqiliq bu qaqas yerni axiri munbet étizgha aylandurduq
thuyg20_data\F097_004.wav	u amérika we yaponiyede ziyarette bolushni nahayiti ümid qilidu
thuyg20_data\F097_003.wav	bezi eskerler somkisidiki herbiy buyumlarni töküwétip pul qachilighan
thuyg20_data\F097_005.wav	shad xuramliq naxsha sadasi mektep asminida uzaqqiche yangridi
thuyg20_data\F097_006.wav	morgin we rokfillir dunyadiki eng chong baylar
thuyg20_data\F097_009.wav	peqet bir gitlérla kechürüm qilish hoquqigha ige idi
thuyg20_data\F097_008.wav	gherbiy rayonlarni échishtiki maslishish tedbirliri üstide téximu ilgiriligen halda izdinishimiz kérek
thuyg20_data\F097_010.wav	bu sheherning yéri yulghun toshqanzediki östürüshke bab kélidu
thuyg20_data\F097_011.wav	bu fé’odalizm jem’iyitidiki iptida’iy patént hoquqining törelmisi bolup qalghan
thuyg20_data\F097_012.wav	siz adrésingiz we kitabning ismi yézilghan kartochkini qoyup kéting
thuyg20_data\F097_013.wav	toxtimay yaghqan bahar yamghurda keng dalini nemxush hawa qaplidi
thuyg20_data\F098_001.wav	bu en’gliye kündilik télégraf xewerliri gézitining yigirme üchinchi iyul maqalisidin élin’ghan
thuyg20_data\F098_002.wav	aghriqlarning saqayghandin kéyinki shadliqi manga nisbeten eng aliy mukapat
thuyg20_data\F098_003.wav	közeynikimiz birdemdila horliship ketkechke héch némini körelmey qalattuq
thuyg20_data\F098_004.wav	uning jan pidaliq bilen xizmet qilish rohi menggü öginishimizge erziydu
thuyg20_data\F098_005.wav	kéyinche bu yerni ot chöp bésip qebridin héch qandaq izna qalmaytti
thuyg20_data\F098_008.wav	morgin we rokfillir dunyadiki eng chong baylar
thuyg20_data\F098_006.wav	suyuq umach bilen azraq chilighan sey uning etigenlik nashtisi idi
thuyg20_data\F098_007.wav	eger qazandiki yaghqa ot ketkende hergizmu su chachmasliq kérek
thuyg20_data\F098_010.wav	u shu chaghdila kishini téximu tesirlendüridighan séhriy küchke ige bolidu
thuyg20_data\F098_012.wav	oghrilar sharabning hemmisini ichip gherq mest boluptu
thuyg20_data\F098_011.wav	u jahilliq qilip kétimen dep turupliwaldi héch kim uni épqalmidi
thuyg20_data\F098_013.wav	qumluqta yétishtürülgen söksökke toshqanzediki ulash tetqiqatida muweppeqiyet qazandi
thuyg20_data\F098_014.wav	bu qétimqi éghizche imtihanda köpchilikning déklamatsiye iqtidari tekshürülidu
thuyg20_data\F098_017.wav	memlikitimizdiki gugung xan sariyimu dunyagha dangliq sen’et muzéydur
thuyg20_data\F098_016.wav	méningche bundaq buyruqwaz emeldarlarni pichiqi késidu dégili bolmaydu
thuyg20_data\F098_015.wav	derexler irghangship éytar naxshini bir küyge saz chalsa qushlar wichirlap
thuyg20_data\F098_019.wav	biz bu éhtiyajni qandurush üchün qomandanliq shtabini özgertip teshkillewatimiz
thuyg20_data\F099_003.wav	bu yilqi dunya pochta küni méhri baghlinar hemme a’ilige uchur yéter jimi alemge dégen sho’ar astida élindi
thuyg20_data\F099_004.wav	dilnarning heqqaniy sözliri quddusning yürikige neshterdek sanjilghan idi
thuyg20_data\F099_002.wav	yene tejribixanida nechche on sa’et tehlil qilishqa toghra kétidu
thuyg20_data\F099_005.wav	zawuttiki yem xesheklerni élishigha sétip bankidiki barliq amanet pulni élip ghayib boldi
thuyg20_data\F099_006.wav	doxturlarning jiddiy dawalishi netijiside uning hayati saqlap qélin’ghan bolsimu bélining töwini palech bolup qaldi
thuyg20_data\F099_009.wav	bizning bu yerde erler étizda ishlise ayallar qoshumche kesip bilen shughullinidu
thuyg20_data\F099_008.wav	u güzellikte her qaysi döletler impératorlirining taj kiyish murasimida ishlitilgen ünche merwayitlardin qélishmaydu
thuyg20_data\F099_010.wav	atmishinchi yillardin buyan her xil pochta markilirini bésip tarqitish bilen köplep sirtqi péréwot toplighan
thuyg20_data\F099_013.wav	tejribilik péshqedem déhqanlar da’im asmandiki bulutqa qarap hawarayi ehwalini mölcherleydu
thuyg20_data\F099_012.wav	qoshnilarning yol yürüshige qulayliq bolushi üchün u ishik tüwidiki chirighini künde kechte yandurup qoydi
thuyg20_data\F099_011.wav	mutellip on tötinchi nomurluq ambulatoriyege kirgende qeyser doxtur öz xizmiti bilen meshghul boluwatatti
thuyg20_data\F099_014.wav	sirtqi sodida néfit tebi’iy asfalt xurum mis tamaka méwe chéwilerni éksport qilidu
thuyg20_data\F099_016.wav	u sheherdiki ewzel turmush shara’itini tashlap qet’iylik bilen namrat rayon’gha bérip xizmet qildi
thuyg20_data\F099_015.wav	bultur zawutimiz pütün yilliq ishlepchiqirish wezipisini muddettin bir ay burun tamamlidi
thuyg20_data\F099_018.wav	shuning bilen sodiger astinqi qewetni qurban éytqan bahada sétiwélishqa mejbur boluptu
thuyg20_data\F099_017.wav	yuqiriqi so’al we uning jawabi kishini rasttinla heyranliqqa sélip ejeblendürmey qalmaydu
thuyg20_data\F100_005.wav	nöwette aptonom rayonimizdiki puqrawi doxturxanilar tereqqiyati nisbeten muhim tarixiy basquchqa kirdi
thuyg20_data\F100_002.wav	yene tejribixanida nechche on sa’et tehlil qilishqa toghra kétidu
thuyg20_data\F100_001.wav	guchungluqlar qumni tizginlepla qalmastin yene qumdin nep élishqa bashlidi
thuyg20_data\F100_007.wav	gerche muxbirliq xizmiti keshpiyatchilarningkidin perqlensimu emma tepekkur jeryani tamamen oxshash bolidu
thuyg20_data\F100_011.wav	tenterbiye oqutquchisi qosh tornikta putini ikki yaqqa kérip olturush herikitidin ülge körsetti
thuyg20_data\F100_008.wav	ashliq yüzidiki nemlikning éshishini keltürüp chiqirip adem dessise yumshaq bilinmeydighan bolup qalidu
thuyg20_data\F100_009.wav	etisi arslan muzlatqudin süt almaqchi bolup kütülmigende bir dane xam tuxumni polgha chüshürüwétidu
thuyg20_data\F100_010.wav	qoshnilarning yol yürüshige qulayliq bolushi üchün u ishik tüwidiki chirighini künde kechte yandurup qoydi
thuyg20_data\F100_013.wav	yuqiriqi so’al we uning jawabi kishini rasttinla heyranliqqa sélip ejeblendürmey qalmaydu
thuyg20_data\F100_012.wav	gaza rayonining shimalidiki bir turalghuda yigirme ikkinchi iyun kechte partlash weqesi yüz berdi
thuyg20_data\F100_014.wav	yaponiye amérika koriyila emes hetta junggomu köp terep kéngishi ötküzüshni dewet qildi
thuyg20_data\F100_015.wav	melum béketke kelgende poyiz shopuri u olturghan wagon’gha meslihet sorighili kiriptu
thuyg20_data\F100_016.wav	hazirqi künde chirayliq qiz chokanlargha qarisang közüng quwwet tapidu deydighan gep bar
thuyg20_data\F101_002.wav	royxetke aldurghan meblighi bir milyon yüendin ashidighan karxana on minggha yetti
thuyg20_data\F101_003.wav	pilanimni bölüm rehbirimizge dep ruxset alghandin kéyin ishqa kirishtim
thuyg20_data\F101_004.wav	yaponiye awaz chiqiralaydighan golobusni yasap chiqti
thuyg20_data\F101_008.wav	doxturlarning jiddiy dawalishi netijiside uning hayati saqlap qélin’ghan bolsimu bélining töwini palech bolup qaldi
thuyg20_data\F101_005.wav	guchungluqlar qumni tizginlepla qalmastin yene qumdin nep élishqa bashlidi
thuyg20_data\F101_007.wav	partlash küchi perezdikidin kichik boldi
thuyg20_data\F101_006.wav	küz künliri aqarghan qomush pöpükliri meyin shamalda yelpünüp turatti
thuyg20_data\F101_014.wav	elwette bu ularning hayati bedilige eng xeterlik pa’aliyetler bilen shughullinishigha tosqunluq qilalmaydu
thuyg20_data\F101_015.wav	ular meyli qeyerde ölsun hetta künlük yol bolghan teqdirdimu yenila altaygha depne qilinatti
thuyg20_data\F101_013.wav	soqulush netijiside qattiq partlash yüz bérip alte ming gradusluq yuqiri hararet barliqqa kelgen
thuyg20_data\F101_012.wav	uni élishqa tégishlik emgek heqqim gézit zhurnal idarilirining aptorlargha bolghan hörmiti dep qaraymen
thuyg20_data\F101_016.wav	kishiler naxsha éytip ussul oynap chong köwrükte resmiy qatnash bashlan’ghanliqini tebrikleshti
thuyg20_data\F101_018.wav	shinjang jama’et xewpsizlik chégra mudapi’e bash etriti namratlargha emeliy ish qilip berdi
thuyg20_data\F101_017.wav	u sheherdiki ewzel turmush shara’itini tashlap qet’iylik bilen namrat rayon’gha bérip xizmet qildi
thuyg20_data\F101_019.wav	melum béketke kelgende poyiz shopuri u olturghan wagon’gha meslihet sorighili kiriptu
thuyg20_data\F101_021.wav	halbuki bu herbiylerning özini élip éytsaq ular urushta meghlup bolghan qoshun’gha tewe idi
thuyg20_data\F101_020.wav	bu xil ziddiyetlik halet ré’al turmushta wijdan bilen pulning toqunushushi bolup ipadilinidu
thuyg20_data\F102_001.wav	her qétim qurban héytta shirket yene az sanliq milletlerge qoshumche yardem puli berdi
thuyg20_data\F101_022.wav	shuning bilen sodiger astinqi qewetni qurban éytqan bahada sétiwélishqa mejbur boluptu
thuyg20_data\F102_003.wav	aptonom rayonimizning emgek we ijtima’iy kapalet ishlirida yéngi tereqqiyat barliqqa keldi
thuyg20_data\F102_004.wav	u özini muxbir dewalghan bolsimu uning bu ayropilan’gha olturush salahiyiti yoq idi
thuyg20_data\F102_006.wav	éhtimal bundaq adet tereqqiy tapqan ellerdiki puqralar arisidimu köp bolmisa kérek
thuyg20_data\F102_005.wav	uningdin yéngi bir ewlad yashlarning aliyjanab exlaq peziliti eks étip turidu
thuyg20_data\F102_008.wav	tursunjan niyaz sherep bilen junggo kommunistik partiyesige eza bolup kirdi
thuyg20_data\F102_009.wav	umu kepter ördek ghaz kala qoy töge béqip a’ile kirimini ashurdi
thuyg20_data\F103_002.wav	her qétim qurban héytta shirket yene az sanliq milletlerge qoshumche yardem puli berdi
thuyg20_data\F103_001.wav	buning bilen az sommiliq inawetlik qerz pul bérish wilayet da’iriside tézla qanat yaydi
thuyg20_data\F103_003.wav	yéza bazar we kentlerde muresse hey’iti qurup ularning xizmet funksiyesini aydinglashturdi
thuyg20_data\F103_005.wav	qisqighine üch ay ichide boyumning xélila ösüp ketkenlikini bayqap heyran qaldim
thuyg20_data\F103_004.wav	bowam lopa eynek bilen emdila tarqitilghan bu yéngi markini tepsiliy körüwatidu
thuyg20_data\F103_006.wav	biz nechche yil tirishish arqiliq bu qaqas yerni axir munbet étizgha aylandurduq
thuyg20_data\F103_007.wav	mubada sen uninggha ikki éghiz söz qilsang belkim edipingni yéyishing mumkin
thuyg20_data\F103_008.wav	aptonom rayonimizning emgek we ijtima’iy kapalet ishlirida yéngi tereqqiyat barliqqa keldi
thuyg20_data\F103_010.wav	alim pütün memliketke ulap anglitilghan téléwiziye we radi’oda nutuq sözlidi
thuyg20_data\F103_009.wav	u mektepning teqdirlishini dawamliq algha ilgirileshtiki yéngi türtkilik küch dep qaridi
thuyg20_data\F103_011.wav	u junggo inqilabigha yardem bérish üchün ariliqni yiraq démey yen’en’ge yétip keldi
thuyg20_data\F103_013.wav	bu qanal ikki muhim sana’et sheherlirini bir birige baghlap turidu
thuyg20_data\F103_014.wav	bu sadamlar tekshürüshni qobul qilish üchün binaning sirtida uzun öchirette turdi
thuyg20_data\F103_012.wav	on nechche hoylidin terkib tapqan qurulush kölimi töt yüz ming kwadrat métir
thuyg20_data\F103_015.wav	eng xeterlik ehwalda turupmu özlirige néme üchün dégen so’alni qoyup baqmaydu
thuyg20_data\F103_017.wav	abdusalamjanning oqutquchi ikenliki uning esirining axirida éniq qilip eskertilgen
thuyg20_data\F103_018.wav	her millet kadir amma japagha intayin chidaydu töhpe qoshush rohi küchlük
thuyg20_data\F103_016.wav	öz nöwitide buni bir xil qilmish jinayet dések ashuruwetken bolmaymiz
thuyg20_data\F103_019.wav	uningdin yéngi bir ewlad yashlarning aliyjanab exlaq peziliti eks étip turidu
thuyg20_data\F104_002.wav	amérika merkiziy axbarat idarisining bashliqi jorji ténit bügün munularni étirap qildi
thuyg20_data\F104_001.wav	héliqilar u qizni sirtqa qachuruwétip özlirimu top ichidin nelergidur ghayib bolushti
thuyg20_data\F103_020.wav	amérika en’gliye xelqlirining urushtin qorqushi peseytilgen
thuyg20_data\F104_003.wav	biz nechche yil tirishish arqiliq bu qaqas yerni axir munbet étizgha aylandurduq
thuyg20_data\F104_005.wav	mubada sen uninggha ikki éghiz söz qilsang belkim edipingni yéyishing mumkin
thuyg20_data\F104_007.wav	alim pütün memliketke ulap anglitilghan téléwiziye we radi’oda nutuq sözlidi
thuyg20_data\F104_006.wav	aptonom rayonimizning emgek we ijtima’iy kapalet ishlirida yéngi tereqqiyat barliqqa keldi
thuyg20_data\F104_004.wav	bu qarash en’gliye dölet mudapi’e ministirliqi yéqinda ashkarilighan bir doklatqa zit
thuyg20_data\F104_008.wav	kéyin bu paraxot déngizda halaketke uchrap zor köpchilik yoluchi tunjuqup ölidu
thuyg20_data\F104_011.wav	eng xeterlik ehwalda turupmu özlirige néme üchün dégen so’alni qoyup baqmaydu
thuyg20_data\F104_009.wav	bu bir hékmetlik söz uninggha yaxshi emel qilsaq menggü paydisini körimiz
thuyg20_data\F104_010.wav	u öziche yoshurghinimni héch kim bilmeydu dep yürgen idi netijide oqutquchi sézip qaldi
thuyg20_data\F105_001.wav	bu choqum sattarning oghli bolmisa u néme üchün bu ishni shunche mexpiy tutidu
thuyg20_data\F105_005.wav	bu hal balilarda saghlam bolmighan bezi qiliq we adetlerni shekillendürüp qoyidu
thuyg20_data\F105_006.wav	bu jahanda hemme nerse yashnighay
thuyg20_data\F105_009.wav	on yildin kéyin kök bilyart parizhdiki ünche merwayit sodigiri junan teyfinérning qoligha chüshken
thuyg20_data\F105_014.wav	obrazliq nersiler haman abstrakt nersilerdin küchlük kélidu
thuyg20_data\F105_015.wav	bu yil jeryanida léy féngning nami yillarning yorghilishi bilen iz déreksiz bolmaydu
thuyg20_data\F105_012.wav	etir chachqan qizgha osman tursunniyaz nezer sélip qaridi
thuyg20_data\F105_011.wav	bir qanche heptidin kéyin u qumuldiki bir méhmansarayda amanliq saqlighuchi bolghan
thuyg20_data\F106_004.wav	bu mesile bulturqi ikki yighindimu éghizdin chüshmigen nuqtilarning biri bolup qaldi
thuyg20_data\F106_005.wav	bu hal balilarda saghlam bolmighan bezi qiliq we adetlerni shekillendürüp qoyidu
thuyg20_data\F106_007.wav	zahir burhan sen’etning mes’uliyetchanliq mewqeside turup keldi
thuyg20_data\F106_006.wav	sen mushu bir nechche éghiz gep üchün batnap öydin chiqip ketseng bolmaydu
thuyg20_data\F106_009.wav	kalashnkow miltiqi kötürüwalghan se’id bu ishni tebriklesh üchün asman’gha qaritip oq chiqardi
thuyg20_data\F106_011.wav	etir chachqan qizgha osman tursunniyaz nezer sélip qaridi
thuyg20_data\F106_013.wav	bir türküm mol tejribilik diktorlar programma riyasetchiliri muxbirlar we rézhissorlar barliqqa keldi
thuyg20_data\F106_014.wav	ay sharida tashqi planéta ademlirining alem ara uchush ponkiti bolushi mumkin
thuyg20_data\F107_002.wav	biz junggoning ayropilan yasash we uchush sahesidiki éhtiyatchanliqini qandaq seweblerge yighinchaqlishimiz kérek
thuyg20_data\F107_004.wav	ashxanimizda gangpen showigürüch hornan purchaq süti qoturmach qazan néni tuxum qorumisi qatarliqlar bar
thuyg20_data\F107_005.wav	bu hal balilarda saghlam bolmighan bezi qiliq we adetlerni shekillendürüp qoyidu
thuyg20_data\F107_003.wav	bu choqum sattarning oghli bolmisa u néme üchün bu ishni shunche mexpiy tutidu
thuyg20_data\F107_006.wav	bé dé té xewpsizlik kéngishining bir xizmet guruppisi mundaq xulase chiqarghan
thuyg20_data\F107_009.wav	pushkin bilen dantis do’ilgha chüshkende qarshi terep awwal oq chiqarghanliqtin uning hayati xewpke uchrighan
thuyg20_data\F107_008.wav	ijadiyet bilen teqlidchilik ewj aldi
thuyg20_data\F107_007.wav	sen mushu bir nechche éghiz gep üchün batnap öydin chiqip ketseng bolmaydu
thuyg20_data\F107_010.wav	del shu peytte mishol chebdeslik bilen tögige mindi de beder qachti
thuyg20_data\F107_011.wav	oxshashmighan qatlamdiki anglighuchi yaki oqurmenlerni jelp qilalaydu
thuyg20_data\F107_013.wav	bu qétimqi qoral toplash pilanigha on bir milyard dollar serp qilindi
thuyg20_data\F107_012.wav	u jaydiki néfit sana’et orunliri bir ming toqquz yüz on üchinchi yildin bashlap qurulghan
thuyg20_data\F108_001.wav	jem’iyitimizdiki bezi kishiler késelge chong kichik dep mu’amile qilidu
thuyg20_data\F108_002.wav	qériliq we ölümdin héch kim qéchip qutulalmaydu
thuyg20_data\F108_004.wav	chet ellik dostqa mundaq mukapat bérish aptonom rayonimiz tarixida téxi tunji qétimliq ish
thuyg20_data\F108_003.wav	boz afriqiliqlarning hayat mamatigha peqetla köngül bölmeydu
thuyg20_data\F108_005.wav	senshya boghuzi qurulushi pütün memliket xelqining qizghin qollishi we köngül bölüshige érishti
thuyg20_data\F108_008.wav	bizde jezmen yéngi bir bext pellisige bolghan qaynaq arzu yélinjashqa bashlaydu
thuyg20_data\F108_007.wav	chén shüybiyenning qoral yaragh sétiwélishni küchep terghib qilishida ikki meqsiti bar
thuyg20_data\F108_006.wav	ular radikal teshkilatlarning awan’gartliri bolup yigirme yash etrapida qéni intayin qiziq
thuyg20_data\F108_009.wav	iran diplomatiye ministirliqining bayanatchisi xemid altinchi iyun bu heqte tekitlep ézah berdi
thuyg20_data\F108_010.wav	biz wedimizge xilap héch qandaq ish qilmiduq
thuyg20_data\F108_012.wav	bu yerning omumiy uzunluqi texminen ming kilométir bolup asasen ademsiz rayon
thuyg20_data\F108_011.wav	japa musheqqet séni yengse u sanga bir xil haqaret bolup qalghusi
thuyg20_data\F108_013.wav	az sanliq milletlerning ma’arip ishlirini pütün küchi bilen qollighan shyawdaw kangyü töhpe qoshush mukapatigha érishti
thuyg20_data\F108_015.wav	shimali atlantik ehdi teshkilati yene ottura asiya we tashqi kawkazdiki herikitini tézletti
thuyg20_data\F108_016.wav	örlep turghan pixanlirimni qelemge yighdim
thuyg20_data\F108_014.wav	men bu yerge ulargha yardem bérish üchün keldim
thuyg20_data\F109_001.wav	gézitlerni renglik chiqirish xéli moda bolup qaldi
thuyg20_data\F109_004.wav	u yashan’ghan tenha adem da’im chayxanidin chiqmay bashqilar bilen parangliship olturushqa amraq
thuyg20_data\F109_007.wav	bir qisim qehwexana méhmansaraylarmu xéridar jelp qilish üchün amanliq saqlighuchi yallidi
thuyg20_data\F109_005.wav	junggo népal chégrasi himalaya tagh tizmisini késip ötidu
thuyg20_data\F109_006.wav	men bu yerge ulargha yardem bérish üchün keldim
thuyg20_data\F109_009.wav	qurmanbay aka buningliq bilen toxtap qalmay yene charwa béqishnimu qoldin bermigen
thuyg20_data\F109_010.wav	toqsun nahiyesi yéqinqi ikki yilda ottuz üch ming mo ihate orman bina qildi
thuyg20_data\F109_012.wav	qotan yasashtin gep échilghanda bu kent partiye yachéykisining shujisi manap ibrahim bizge mundaq dédi
thuyg20_data\F109_011.wav	shundaq déyishke boliduki
thuyg20_data\F109_014.wav	küchlük yéngiliq yaritish tedbirlirini qollandi
thuyg20_data\F110_001.wav	bayin’gholin oblastida nuqtiliq qurulush türliri ching tutulmaqta
thuyg20_data\F110_002.wav	her millet ishchi xizmetchiliri yotqan körpe kiyim kéchek qatarliq buyumlarni i’ane qildi
thuyg20_data\F110_004.wav	meyli qaysi zhanirdiki eser bolushidin qet’iynezer mawzugha ehmiyet bérish tolimu zörür
thuyg20_data\F110_005.wav	fa’o shehiridiki néfit turubisi ereb deryasini boylap bir qanche mil uzunluqqa kömülgen
thuyg20_data\F110_009.wav	di’aléktikiliq tepekkurni yene déngizdiki mayakqimu oxshitish mumkin
thuyg20_data\F110_006.wav	chet ellik dostqa mundaq mukapat bérish aptonom rayonimiz tarixida téxi tunji qétimliq ish
thuyg20_data\F110_007.wav	junggo xelqi her qaysi ellerning heqqaniy kürishige hésdashliq qilidu we uni qollaydu
thuyg20_data\F110_014.wav	iraqliqlar algha qarap méngishqa mohtaj
thuyg20_data\F110_012.wav	bu yerning omumiy uzunluqi texminen ming kilométir bolup asasen ademsiz rayon
thuyg20_data\F110_010.wav	déngizda mayak bolmisa kéme nishandin adiship qalidu yaki xada tashqa soqulup kétidu
thuyg20_data\F110_016.wav	qasimgha tapshurup bérishimizni hawale qilghan
thuyg20_data\F111_002.wav	shinjang géziti muxbiri jiddiy uqturush chiqirip layaqetsiz maskini qayturuwaldi
thuyg20_data\F110_019.wav	rusiye mutexessisliri sinaq xaraktérlik yadro partlitish élip bérilmighan iken dédi
thuyg20_data\F111_001.wav	aptonom rayonluq toqquzinchi nöwetlik ayallar birleshmisining re’isi rizwan ebey qurultayning yépilish murasimida söz qildi
thuyg20_data\F110_017.wav	hazirgha qeder héch bolmighanda erxu saheside téxi birer muzika uningdin éship ketkini yoq
thuyg20_data\F111_003.wav	xujintaw junggo hökümitining shyanggang mesilisidiki izchil fangjéni we meydanini sherhlidi
thuyg20_data\F111_004.wav	tünügün kéche sa’et yigirme üchte ikki top kishi toqunushup qaldi
thuyg20_data\F111_005.wav	hazirqi ashxabad türkmenistan jumhuriyitining siyasiy iqtisadiy medeniyet merkizi asasiy qatnash tügüni bolup turmaqta
thuyg20_data\F111_006.wav	énérgiye menbesi mu’essesilirige singip kirip we tutqunlarni görüge éliwélip hökümetke bésim ishlitish
thuyg20_data\F111_007.wav	sanji shehiri dashichü bazirining shyütang kentidiki ming moluq üzümlük yénida topa tozup turidighan shéghil yol bar idi
thuyg20_data\F111_008.wav	isra’iliyening shimaligha jaylashqan bir türlük mallar magizinida sekkizinchi iyun partlash yüz bérip ikki kishi öldi
thuyg20_data\F111_009.wav	bu qétimqi apette yigirme kishi déreksiz yoqap ketti
thuyg20_data\F111_010.wav	kepsiz bala yol mangghanda uyaq-buyaqqa qarap ya ayighini ya ishtinini meynet qiliwétidiken
thuyg20_data\F111_011.wav	shu chaghda opératsiyege qatnashqan doxturlarning éytishiche uning hayat qélishidin ümid yoq iken
thuyg20_data\F111_014.wav	bu yigit bashqa biri bolmastin del bügünki arman soda cheklik shirkitining lidiri radil ependi idi
thuyg20_data\F111_012.wav	yézida awéy chüchükbuya qatarliqlarni hem qumluqta öseleydighan yéshil yémekliklerni yétishtürüshni sinaq qilishni yolgha qoydi
thuyg20_data\F111_013.wav	ular shu orundiki limba tügünlirining yoghinishi we putning ishshishini keltürüp chiqiridu
thuyg20_data\F111_016.wav	iranning sabiq zungtungi rafsanjani on tötinchi iyun téhranda namayishchi ammini amérikining qutratqanliqini éytti
thuyg20_data\F111_015.wav	xu guangbaw memliketlik xelq qurultiyi qanun komitétining mu’awin mudir ezasi
thuyg20_data\F111_018.wav	ular olturushta haraq ichipla qalmay neshimu chekken
thuyg20_data\F111_017.wav	emeliyetke sighmaydighan söletwazliq bilen shughullinishqimu bolmaydu
thuyg20_data\F111_021.wav	u marka yighishni yaxshi köridu
thuyg20_data\F111_019.wav	birdemning ichide uning söngikinila qoydi
thuyg20_data\F111_022.wav	imtihan netijemning yaxshiliqini körgendin kéyin könglümde bir xil xatirjemlik peyda boldi
thuyg20_data\F111_020.wav	shirketlerning matorlirigha mexsus may qachilashta nuqtiliq orun békitilgen
thuyg20_data\F111_023.wav	öz balisining chong boluwatqanliqini körgen anining qelbi cheksiz xatirjemlikke chömdi
thuyg20_data\F112_001.wav	aptonom rayonluq toqquzinchi nöwetlik ayallar birleshmisining re’isi rizwan ebey qurultayning yépilish murasimida söz qildi
thuyg20_data\F112_003.wav	tünügün kéche sa’et yigirme üchte ikki top kishi toqunushup qaldi
thuyg20_data\F112_002.wav	uningdin bashqa dossan mongghul tarixi bozqir impératorluqi qatarliq kitablardimu mushuninggha oxshash bayanlar xatirilen’gen
thuyg20_data\F112_007.wav	u mongghul qoshunlirigha mushawir bolghan
thuyg20_data\F112_004.wav	axirida rehberler qurulushning uligha topa tashlidi
thuyg20_data\F112_005.wav	ular shu orundiki limba tügünlirining yoghinishi we putning ishshishini keltürüp chiqiridu
thuyg20_data\F112_006.wav	shuning bilen kishiler shuni kördiki u yehudiy ewladi bolghan herbiylerni polshagha hujum qilidighan qisimgha qoshqan
thuyg20_data\F112_009.wav	imtihan netijemning yaxshiliqini körgendin kéyin könglümde bir xil xatirjemlik peyda boldi
thuyg20_data\F113_003.wav	yighin’gha aptonom rayonluq partkom da’imiy komitétining ezasi teshwiqat bölümining bashliqi wu dunfu qatnashti
thuyg20_data\F113_001.wav	bundaq jem’iyette maddiy menpe’et aldinqi orun’gha qoyulidu
thuyg20_data\F113_002.wav	bu yil tötinchi ayning axirigha qeder tériqchiliqtin boshighan bir yüz atmish toqquz milyon mo yerde orman ehya qilindi
thuyg20_data\F113_005.wav	isra’iliyening shimaligha jaylashqan bir türlük mallar magizinida sekkizinchi iyun partlash yüz bérip ikki kishi öldi
thuyg20_data\F113_008.wav	pizh pizh issiq yaz künliri déhqanlar ottek quyash nuri astida étizda emgek qilidu
thuyg20_data\F113_007.wav	xu guangbaw memliketlik xelq qurultiyi qanun komitétining mu’awin mudir ezasi
thuyg20_data\F113_006.wav	axirida rehberler qurulushning uligha topa tashlidi
thuyg20_data\F113_009.wav	bashqa rayonlardin ashxabadqa kélidighan kishilermu ashxabadta tatliq su obdan turar jaygha yémekliklerge ige bolghan
thuyg20_data\F113_010.wav	iranning sabiq zungtungi rafsanjani on tötinchi iyun téhranda namayishchi ammini amérikining qutratqanliqini éytti
thuyg20_data\F113_012.wav	u marka yighishni yaxshi köridu
thuyg20_data\F113_011.wav	bu ikki kishi qelemde qabil elemge mahir kishiler
thuyg20_data\F113_013.wav	imtihan netijemning yaxshiliqini körgendin kéyin könglümde bir xil xatirjemlik peyda boldi
thuyg20_data\F114_001.wav	yawayi haywanlarni tiriship qoghdishimiz lazim
thuyg20_data\F113_015.wav	u mashinigha chiqish aldida anisigha bir nechche éghiz teselli sözi qildi
thuyg20_data\F113_014.wav	öz balisining chong boluwatqanliqini körgen anining qelbi cheksiz xatirjemlikke chömdi
thuyg20_data\F114_002.wav	saqchi mashinisi kochida qizil chirighini lipildatqiniche ghuyuldap kétip baridu
thuyg20_data\F114_006.wav	jyangshi ölkisi jingdéjén bazirining farforliri dunyagha dangliq
thuyg20_data\F114_004.wav	bu resimning chin yaki saxtiliqini perqlendürmek tolimu qiyin
thuyg20_data\F114_007.wav	bu tékistni aldin tekrarlash xizmitini köpchilik toluq ishleptu
thuyg20_data\F114_008.wav	taza nes basti yéngi alghan somkam üch kün bolmayla buzulup qaldi
thuyg20_data\F115_002.wav	bu öy jahazliri tolimu qopal iken
thuyg20_data\F115_001.wav	ittipaq teshkilatining yardimi bilen yéqindin béri u nahayiti téz ilgirildi
thuyg20_data\F115_003.wav	uzun ötmeyla bu bala bir munewwer tenheriketchige aylandi
thuyg20_data\F115_004.wav	uning parasiti we gheyriti musabiqe jeryanida toluq namayan boldi
thuyg20_data\F115_006.wav	katér dolqun yérip déngizgha kirip ketti
thuyg20_data\F115_005.wav	uning ashu soghuq teletini körgen her qandaq adem uninggha yéqinlishishni xalimaydu
thuyg20_data\F115_007.wav	u bir roman yézishqa teyyarlandi hazir matériyal yighiwatidu
thuyg20_data\F115_009.wav	nesihetni anglimisang axir bérip ziyanni özüng tartisen
thuyg20_data\F115_010.wav	hazir uning inkasi burunqidek emes qashangraq bolup qaldi
thuyg20_data\F115_011.wav	u bundaq xorluqqa chidiyalmay pesh qéqip kétip qaldi
thuyg20_data\F115_012.wav	men sinip hey’iti bolush riqabitige qatniship axir saylandim
thuyg20_data\F116_001.wav	oqughuchilar öz’ara ittipaqliqni kücheytish lazim
thuyg20_data\F116_002.wav	bu resimning chin yaki saxtiliqini perqlendürmek tolimu qiyin
thuyg20_data\F115_013.wav	sayahet yétekchisi yoq bolghachqa öngkürdin chiqalmay qalghili tas qalduq
